Datetime,Open,High,Low,Close,Adj Close,Volume,MA5,MA20
2021-10-26 04:30:00+01:00,62655.72265625,62835.265625,62335.453125,62512.65625,62512.65625,860194816,62821.196875,62628.2119140625
2021-10-26 06:00:00+01:00,62462.61328125,62603.1015625,62241.16796875,62451.41015625,62451.41015625,311687168,62703.13125,62705.216015625
2021-10-26 07:30:00+01:00,62479.74609375,62570.90625,62248.5234375,62474.34765625,62474.34765625,500951040,62566.046875,62743.6048828125
2021-10-26 09:00:00+01:00,62455.14453125,63059.3046875,62455.14453125,62858.796875,62858.796875,699928576,62593.6859375,62791.592578125
2021-10-26 10:30:00+01:00,62825.69140625,63014.43359375,62621.203125,62981.23828125,62981.23828125,578912256,62655.68984375,62838.065234375
2021-10-26 12:00:00+01:00,63019.6015625,63075.60546875,62489.5390625,62533.69140625,62533.69140625,252860416,62659.896875,62869.7828125
2021-10-26 13:30:00+01:00,62513.90234375,62599.3828125,62197.359375,62290.0625,62290.0625,238768128,62627.62734375,62848.9447265625
2021-10-26 15:00:00+01:00,62257.27734375,62257.27734375,61891.12890625,62146.0234375,62146.0234375,479504384,62561.9625,62819.9373046875
2021-10-26 16:30:00+01:00,62119.828125,62706.6171875,62003.18359375,62029.09765625,62029.09765625,721971200,62396.02265625,62783.9966796875
2021-10-26 18:00:00+01:00,62090.66796875,62552.58203125,62041.28515625,62505.22265625,62505.22265625,178198528,62300.81953125,62761.8171875
2021-10-26 19:30:00+01:00,62481.00390625,62502.03125,61944.8515625,61944.8515625,61944.8515625,74483712,62183.0515625,62695.4884765625
2021-10-26 21:00:00+01:00,61982.86328125,62290.37890625,61870.96875,61916.0078125,61916.0078125,401885184,62108.240625,62624.5744140625
2021-10-26 22:30:00+01:00,61937.52734375,62012.47265625,59991.16015625,60246.06640625,60246.06640625,2703026176,61728.24921875,62455.7859375
2021-10-27 00:00:00+01:00,60278.0546875,60778.4609375,60206.046875,60740.40234375,60740.40234375,1158158336,61470.51015625,62342.79140625
2021-10-27 01:30:00+01:00,60756.1796875,60845.73046875,60546.18359375,60546.18359375,60546.18359375,120049664,61078.70234375,62233.237109375
2021-10-27 03:00:00+01:00,60546.2109375,60840.546875,60427.359375,60840.546875,60840.546875,680480768,60857.84140625,62130.4966796875
2021-10-27 04:30:00+01:00,60868.47265625,61435.18359375,60590.51171875,61191.75,61191.75,1460523008,60712.98984375,62037.997265625
2021-10-27 06:00:00+01:00,61187.76171875,61402.74609375,60698.5625,60904.33984375,60904.33984375,923541504,60844.64453125,61925.22578125
2021-10-27 07:30:00+01:00,60903.6015625,60957.00390625,59970.76953125,59970.76953125,59970.76953125,761946112,60690.71796875,61787.7341796875
2021-10-27 09:00:00+01:00,59961.5703125,59961.5703125,58208.1875,58766.58203125,58766.58203125,5213675520,60334.79765625,61592.50234375
2021-10-27 10:30:00+01:00,58723.4765625,59154.078125,58526.98046875,59013.421875,59013.421875,1479520256,59969.37265625,61417.540625
2021-10-27 12:00:00+01:00,58991.60546875,59199.97265625,58447.70703125,58900.4921875,58900.4921875,572059648,59511.12109375,61239.9947265625
2021-10-27 13:30:00+01:00,58938.0,59324.96484375,58765.76953125,59050.125,59050.125,537513984,59140.278125,61068.78359375
2021-10-27 15:00:00+01:00,59049.765625,59414.23828125,58794.5859375,59021.5,59021.5,801181696,58950.42421875,60876.91875
2021-10-27 16:30:00+01:00,58979.30078125,59153.58203125,58626.65625,58935.8515625,58935.8515625,609787904,58984.278125,60674.6494140625
2021-10-27 18:00:00+01:00,58945.41015625,59210.78515625,58845.0078125,58949.03515625,58949.03515625,121425920,58971.40078125,60495.4166015625
2021-10-27 19:30:00+01:00,58948.98828125,59209.03515625,58276.63671875,59122.97265625,59122.97265625,1377316864,59015.896875,60337.062109375
2021-10-27 21:00:00+01:00,59131.41015625,59484.66015625,58644.29296875,58870.296875,58870.296875,590049280,58979.93125,60173.27578125
2021-10-27 22:30:00+01:00,58866.9765625,59088.703125,58563.66796875,58725.23046875,58725.23046875,286101504,58920.67734375,60008.082421875
2021-10-28 00:00:00+01:00,58797.921875,58907.5390625,58470.73046875,58764.78125,58764.78125,424804352,58886.46328125,59821.0603515625
2021-10-28 01:30:00+01:00,58705.4921875,58972.23046875,58252.8359375,58952.0390625,58952.0390625,868126720,58887.0640625,59671.4197265625
2021-10-28 03:00:00+01:00,58946.0234375,59188.03125,58711.60546875,58800.30078125,58800.30078125,330719232,58822.5296875,59515.634375
2021-10-28 04:30:00+01:00,58794.609375,59244.02734375,58769.41796875,58794.18359375,58794.18359375,508067840,58807.30703125,59443.040234375
2021-10-28 06:00:00+01:00,58831.21875,59161.68359375,58814.01171875,58985.69140625,58985.69140625,655355904,58859.39921875,59355.3046875
2021-10-28 07:30:00+01:00,59134.10546875,59233.2578125,58905.01953125,59092.03125,59092.03125,439943168,58924.84921875,59282.5970703125
2021-10-28 09:00:00+01:00,59044.33203125,60787.2890625,59044.33203125,60497.359375,60497.359375,408043520,59233.91328125,59265.4376953125
2021-10-28 10:30:00+01:00,60521.7421875,61267.43359375,60470.78125,61055.45703125,61055.45703125,626163712,59684.94453125,59258.623046875
2021-10-28 12:00:00+01:00,61076.77734375,61130.73046875,60868.0859375,61115.4140625,61115.4140625,285605888,60149.190625,59269.1767578125
2021-10-28 13:30:00+01:00,61073.9453125,61755.02734375,60988.44921875,61515.3984375,61515.3984375,830013440,60655.13203125,59346.408203125
2021-10-28 15:00:00+01:00,61564.8046875,61673.17578125,61296.99609375,61409.73046875,61409.73046875,218673152,61118.671875,59478.565625
2021-10-28 16:30:00+01:00,61406.1875,61544.265625,61120.44140625,61236.09765625,61236.09765625,213405696,61266.41953125,59589.6994140625
2021-10-28 18:00:00+01:00,61223.65625,61272.70703125,60903.53125,61018.0703125,61018.0703125,550277120,61258.9421875,59695.5783203125
2021-10-28 19:30:00+01:00,61028.5234375,61300.890625,58206.91796875,61300.890625,61300.890625,4869316608,61296.0375,59808.1166015625
2021-10-28 21:00:00+01:00,61417.1015625,62128.6328125,60670.15234375,60670.15234375,60670.15234375,1505050624,61126.98828125,59890.54921875
2021-10-28 22:30:00+01:00,60542.60546875,60920.09375,60492.22265625,60595.98046875,60595.98046875,101457920,60964.23828125,59973.5556640625
2021-10-29 00:00:00+01:00,60568.43359375,60824.21484375,60329.96484375,60436.5390625,60436.5390625,612413440,60804.3265625,60047.930859375
2021-10-29 01:30:00+01:00,60463.68359375,61988.68359375,60463.68359375,61472.89453125,61472.89453125,1091346432,60895.29140625,60165.426953125
2021-10-29 03:00:00+01:00,61438.56640625,61747.69140625,61394.91015625,61747.69140625,61747.69140625,236777472,60984.6515625,60309.2966796875
2021-10-29 04:30:00+01:00,61802.49609375,61802.49609375,61416.69140625,61572.8671875,61572.8671875,63594496,61165.19453125,60451.678515625
2021-10-29 06:00:00+01:00,61536.74609375,61558.22265625,60750.078125,61143.015625,61143.015625,120201216,61274.6015625,60570.590234375
2021-10-29 07:30:00+01:00,61156.9765625,61447.390625,60464.43359375,60654.4296875,60654.4296875,202051584,61318.1796875,60655.709765625
2021-10-29 09:00:00+01:00,60653.1640625,61320.3125,60489.578125,61029.140625,61029.140625,257396736,61229.42890625,60767.1517578125
2021-10-29 10:30:00+01:00,61010.6328125,61073.0546875,60666.26953125,61047.875,61047.875,49664000,61089.465625,60879.836328125
2021-10-29 12:00:00+01:00,61060.37109375,61169.80078125,60671.4765625,61073.91015625,61073.91015625,471314432,60989.67421875,60984.247265625
2021-10-29 13:30:00+01:00,61309.7421875,61369.6953125,60846.26953125,61369.6953125,61369.6953125,703873024,61035.01015625,61098.13046875
2021-10-29 15:00:00+01:00,61309.88671875,62311.03125,61017.3359375,62268.8359375,62268.8359375,1338109952,61357.89140625,61186.704296875
2021-10-29 16:30:00+01:00,62371.78515625,62927.609375,62212.31640625,62667.0,62667.0,1428996096,61685.46328125,61267.2814453125
2021-10-29 18:00:00+01:00,62621.14453125,62662.890625,62202.80859375,62220.515625,62220.515625,363421696,61919.99140625,61322.5365234375
2021-10-29 19:30:00+01:00,62157.8671875,62426.90234375,62002.34765625,62359.26171875,62359.26171875,53428224,62177.06171875,61364.7296875
2021-10-29 21:00:00+01:00,62489.34375,62502.765625,62286.7578125,62295.7578125,62295.7578125,80519168,62362.27421875,61409.0310546875
2021-10-29 22:30:00+01:00,62191.37109375,62477.49609375,62190.33984375,62262.7265625,62262.7265625,443170816,62361.05234375,61460.3625
2021-10-30 00:00:00+01:00,62304.21484375,62390.04296875,62038.265625,62039.41796875,62039.41796875,182222848,62235.5359375,61511.4298828125
2021-10-30 01:30:00+01:00,62063.09375,62180.27734375,61882.54296875,62023.25390625,62023.25390625,114589696,62196.08359375,61547.548046875
2021-10-30 03:00:00+01:00,62020.97265625,62032.62109375,61683.49609375,61683.49609375,61683.49609375,152350720,62060.93046875,61598.215234375
2021-10-30 04:30:00+01:00,61666.0859375,61886.296875,61476.65625,61486.54296875,61486.54296875,297721856,61899.0875,61642.743359375
2021-10-30 06:00:00+01:00,61485.46484375,61659.21875,61447.95703125,61626.57421875,61626.57421875,143962112,61771.85703125,61702.2451171875
2021-10-30 07:30:00+01:00,61652.46875,61876.703125,61536.24609375,61629.16796875,61629.16796875,115118080,61689.80703125,61710.0587890625
2021-10-30 09:00:00+01:00,61621.76953125,61659.3359375,61127.25390625,61415.86328125,61415.86328125,91858944,61568.32890625,61693.4673828125
2021-10-30 10:30:00+01:00,61394.7578125,61861.00390625,61278.59375,61784.5546875,61784.5546875,448208896,61588.540625,61704.0517578125
2021-10-30 12:00:00+01:00,61790.26953125,61948.03125,61428.0,61579.5625,61579.5625,293570560,61607.14453125,61725.8791015625
2021-10-30 13:30:00+01:00,61560.109375,62184.70703125,61393.0703125,61608.62109375,61608.62109375,828805120,61603.55390625,61773.588671875
2021-10-30 15:00:00+01:00,61617.76171875,61708.9140625,60918.38671875,61353.0078125,61353.0078125,809232384,61548.321875,61789.78203125
2021-10-30 16:30:00+01:00,61352.7734375,61517.671875,61130.94921875,61218.921875,61218.921875,103585792,61508.93359375,61798.334375
2021-10-30 18:00:00+01:00,61277.5703125,61574.0703125,61165.28125,61521.734375,61521.734375,163289088,61456.36953125,61820.7255859375
2021-10-30 19:30:00+01:00,61516.25390625,61830.73828125,61444.75390625,61709.84765625,61709.84765625,0,61482.4265625,61837.733203125
2021-10-30 21:00:00+01:00,61772.8984375,61954.21875,61551.85546875,61599.828125,61599.828125,21303296,61480.66796875,61804.2828125
2021-10-30 22:30:00+01:00,61559.6796875,61681.7421875,61284.3984375,61681.2890625,61681.2890625,710789120,61546.32421875,61754.997265625
2021-10-31 00:00:00+01:00,61618.4765625,62348.6015625,61557.296875,62249.7890625,62249.7890625,732274688,61752.49765625,61756.4609375
2021-10-31 01:30:00+01:00,62289.04296875,62406.171875,62154.64453125,62166.08984375,62166.08984375,445167616,61881.36875,61746.80234375
2021-10-31 02:00:00+00:00,62163.609375,62286.10546875,61683.26953125,61829.484375,61829.484375,367450112,61905.29609375,61723.488671875
2021-10-31 03:30:00+00:00,61800.265625,61800.265625,61391.99609375,61391.99609375,61391.99609375,388419584,61863.7296875,61679.9521484375
2021-10-31 05:00:00+00:00,61393.046875,61454.75,61126.328125,61278.94140625,61278.94140625,801992704,61783.26015625,61641.9283203125
2021-10-31 06:30:00+00:00,61225.84375,61412.5,61109.0,61404.41015625,61404.41015625,172666880,61614.184375,61610.9861328125
2021-10-31 08:00:00+00:00,61397.73046875,61405.71875,60672.7890625,60800.6484375,60800.6484375,648239104,61341.09609375,61566.84375
2021-10-31 09:30:00+00:00,60825.515625,61088.3828125,60500.10546875,60882.37890625,60882.37890625,752537600,61151.675,61536.635546875
2021-10-31 11:00:00+00:00,60849.40625,60910.32421875,60312.5234375,60745.1171875,60745.1171875,435800064,61022.29921875,61492.5626953125
2021-10-31 12:30:00+00:00,60684.01171875,60684.01171875,60074.328125,60450.62109375,60450.62109375,349272064,60856.63515625,61433.6353515625
2021-10-31 14:00:00+00:00,60422.44921875,60767.40234375,60255.875,60737.8984375,60737.8984375,349612032,60723.3328125,61399.737109375
2021-10-31 15:30:00+00:00,60739.76953125,60760.40625,60295.21875,60760.40625,60760.40625,10891264,60715.284375,61348.5296875
2021-10-31 17:00:00+00:00,60737.47265625,60948.9921875,60493.953125,60588.796875,60588.796875,515813376,60656.56796875,61298.99140625
2021-10-31 18:30:00+00:00,60537.37890625,60872.66796875,60532.34375,60766.0,60766.0,458133504,60660.74453125,61256.8603515625
2021-10-31 20:00:00+00:00,60749.71484375,61197.55859375,60617.09375,61197.55859375,61197.55859375,497803264,60810.13203125,61249.087890625
2021-10-31 21:30:00+00:00,61242.95703125,61632.01953125,61242.95703125,61431.09765625,61431.09765625,452739072,60948.771875,61259.6966796875
2021-10-31 23:00:00+00:00,61413.03515625,61629.78125,61259.01171875,61316.125,61316.125,209930240,61059.915625,61249.4162109375
2021-11-01 00:00:00+00:00,61320.44921875,61741.77734375,61265.9921875,61660.7578125,61660.7578125,181284864,61274.3078125,61246.96171875
2021-11-01 01:30:00+00:00,61655.0078125,61682.9609375,60119.24609375,60639.65625,60639.65625,646299648,61249.0390625,61198.953125
2021-11-01 03:00:00+00:00,60570.10546875,60646.73046875,59695.18359375,60325.4375,60325.4375,755064832,61074.61484375,61131.160546875
2021-11-01 04:30:00+00:00,60300.55078125,60868.78125,60300.55078125,60629.7265625,60629.7265625,385812480,60914.340625,61050.157421875
2021-11-01 06:00:00+00:00,60641.84765625,62250.7734375,60330.2578125,62033.55859375,62033.55859375,1838422016,61057.82734375,61043.530859375
2021-11-01 07:30:00+00:00,62045.484375,62385.60546875,61700.0703125,61866.265625,61866.265625,887531520,61098.92890625,61045.369921875
2021-11-01 09:00:00+00:00,61908.0390625,62174.5546875,61904.80859375,62035.78515625,62035.78515625,841670656,61378.1546875,61077.559375
2021-11-01 10:30:00+00:00,62062.95703125,62419.00390625,61849.26953125,61849.26953125,61849.26953125,904253440,61682.92109375,61106.07578125
2021-11-01 12:00:00+00:00,61849.70703125,62145.71875,61787.64453125,61900.0703125,61900.0703125,567967744,61936.98984375,61130.8587890625
2021-11-01 13:30:00+00:00,61937.90625,62028.64453125,61375.328125,61429.21875,61429.21875,149946368,61816.121875,61162.2873046875
2021-11-01 15:00:00+00:00,61482.36328125,61631.078125,61398.4140625,61421.078125,61421.078125,409174016,61727.084375,61189.222265625
2021-11-01 16:30:00+00:00,61397.17578125,61448.984375,60781.9453125,60781.9453125,60781.9453125,340582400,61476.31640625,61191.063671875
2021-11-01 18:00:00+00:00,60797.328125,61194.27734375,60487.63671875,61128.36328125,61128.36328125,775774208,61332.13515625,61224.95078125
2021-11-01 19:30:00+00:00,61143.6796875,61452.2890625,60663.51953125,60674.6328125,60674.6328125,238182400,61087.04765625,61221.7875
2021-11-01 21:00:00+00:00,60748.01953125,60966.71875,60493.26953125,60902.3125,60902.3125,180305920,60981.66640625,61228.8828125
2021-11-02 00:00:00+00:00,60963.25390625,61465.3984375,60673.0546875,61374.6328125,61374.6328125,944132096,60972.37734375,61268.174609375
2021-11-02 01:30:00+00:00,61352.60546875,61409.60546875,60900.03515625,60966.87890625,60966.87890625,449630208,61009.3640625,61278.2185546875
2021-11-02 03:00:00+00:00,60959.140625,60959.140625,60889.53125,60949.4296875,60949.4296875,8560640,60973.57734375,61265.812109375
2021-11-02 03:06:02+00:00,60909.39453125,60909.39453125,60909.39453125,60909.39453125,60909.39453125,0,61020.5296875,61239.726953125
